src,dest,pathway
3717,7529,R-HSA-6802955
4893,2243,R-HSA-6802955
4893,2244,R-HSA-6802955
4893,2266,R-HSA-6802955
4893,2335,R-HSA-6802955
4893,5894,R-HSA-6802955
4893,7450,R-HSA-6802955
4893,3690,R-HSA-6802955
4893,3674,R-HSA-6802955
4893,369,R-HSA-6802955
4893,6714,R-HSA-6802955
4893,673,R-HSA-6802955
4893,7414,R-HSA-6802955
4893,5595,R-HSA-6802955
4893,4140,R-HSA-6802955
4893,5594,R-HSA-6802955
4893,5037,R-HSA-6802955
4893,409,R-HSA-6802955
4893,5605,R-HSA-6802955
4893,1445,R-HSA-6802955
4893,8826,R-HSA-6802955
4893,408,R-HSA-6802955
4893,5908,R-HSA-6802955
4893,5906,R-HSA-6802955
4893,5604,R-HSA-6802955
4893,283455,R-HSA-6802955
4893,54518,R-HSA-6802955
4893,8844,R-HSA-6802955
4893,22866,R-HSA-6802955
4893,10256,R-HSA-6802955
4893,7094,R-HSA-6802955
3265,2243,R-HSA-6802955
3265,2244,R-HSA-6802955
3265,2266,R-HSA-6802955
3265,2335,R-HSA-6802955
3265,5894,R-HSA-6802955
3265,7450,R-HSA-6802955
3265,3690,R-HSA-6802955
3265,3674,R-HSA-6802955
3265,369,R-HSA-6802955
3265,6714,R-HSA-6802955
3265,673,R-HSA-6802955
3265,7414,R-HSA-6802955
3265,5595,R-HSA-6802955
3265,4140,R-HSA-6802955
3265,5594,R-HSA-6802955
3265,5037,R-HSA-6802955
3265,409,R-HSA-6802955
3265,5605,R-HSA-6802955
3265,1445,R-HSA-6802955
3265,8826,R-HSA-6802955
3265,408,R-HSA-6802955
3265,5908,R-HSA-6802955
3265,5906,R-HSA-6802955
3265,5604,R-HSA-6802955
3265,283455,R-HSA-6802955
3265,54518,R-HSA-6802955
3265,8844,R-HSA-6802955
3265,22866,R-HSA-6802955
3265,10256,R-HSA-6802955
3265,7094,R-HSA-6802955
3845,2243,R-HSA-6802955
3845,2244,R-HSA-6802955
3845,2266,R-HSA-6802955
3845,2335,R-HSA-6802955
3845,5894,R-HSA-6802955
3845,7450,R-HSA-6802955
3845,3690,R-HSA-6802955
3845,3674,R-HSA-6802955
3845,369,R-HSA-6802955
3845,6714,R-HSA-6802955
3845,673,R-HSA-6802955
3845,7414,R-HSA-6802955
3845,5595,R-HSA-6802955
3845,4140,R-HSA-6802955
3845,5594,R-HSA-6802955
3845,5037,R-HSA-6802955
3845,409,R-HSA-6802955
3845,5605,R-HSA-6802955
3845,1445,R-HSA-6802955
3845,8826,R-HSA-6802955
3845,408,R-HSA-6802955
3845,5908,R-HSA-6802955
3845,5906,R-HSA-6802955
3845,5604,R-HSA-6802955
3845,283455,R-HSA-6802955
3845,54518,R-HSA-6802955
3845,8844,R-HSA-6802955
3845,22866,R-HSA-6802955
3845,10256,R-HSA-6802955
3845,7094,R-HSA-6802955
2243,4893,R-HSA-6802955
2243,3265,R-HSA-6802955
2243,3845,R-HSA-6802955
2243,2266,R-HSA-6802955
2243,5894,R-HSA-6802955
2243,369,R-HSA-6802955
2243,673,R-HSA-6802955
2243,7414,R-HSA-6802955
2243,5595,R-HSA-6802955
2243,5037,R-HSA-6802955
2243,7529,R-HSA-6802955
2243,8844,R-HSA-6802955
2244,4893,R-HSA-6802955
2244,3265,R-HSA-6802955
2244,3845,R-HSA-6802955
2244,2243,R-HSA-6802955
2244,2266,R-HSA-6802955
2244,5894,R-HSA-6802955
2244,369,R-HSA-6802955
2244,673,R-HSA-6802955
2244,7414,R-HSA-6802955
2244,5595,R-HSA-6802955
2244,5037,R-HSA-6802955
2244,7529,R-HSA-6802955
2244,8844,R-HSA-6802955
2266,4893,R-HSA-6802955
2266,3265,R-HSA-6802955
2266,3845,R-HSA-6802955
2266,5894,R-HSA-6802955
2266,369,R-HSA-6802955
2266,673,R-HSA-6802955
2266,7414,R-HSA-6802955
2266,5595,R-HSA-6802955
2266,5037,R-HSA-6802955
2266,7529,R-HSA-6802955
2266,8844,R-HSA-6802955
2335,4893,R-HSA-6802955
2335,3265,R-HSA-6802955
2335,3845,R-HSA-6802955
2335,5894,R-HSA-6802955
2335,369,R-HSA-6802955
2335,673,R-HSA-6802955
2335,7414,R-HSA-6802955
2335,5595,R-HSA-6802955
2335,5037,R-HSA-6802955
2335,7529,R-HSA-6802955
2335,8844,R-HSA-6802955
5894,4893,R-HSA-6802955
5894,3265,R-HSA-6802955
5894,3845,R-HSA-6802955
5894,2243,R-HSA-6802955
5894,2244,R-HSA-6802955
5894,2266,R-HSA-6802955
5894,2335,R-HSA-6802955
5894,7450,R-HSA-6802955
5894,3690,R-HSA-6802955
5894,3674,R-HSA-6802955
5894,6714,R-HSA-6802955
5894,7414,R-HSA-6802955
5894,5595,R-HSA-6802955
5894,4140,R-HSA-6802955
5894,5594,R-HSA-6802955
5894,7529,R-HSA-6802955
5894,409,R-HSA-6802955
5894,5605,R-HSA-6802955
5894,1445,R-HSA-6802955
5894,8826,R-HSA-6802955
5894,408,R-HSA-6802955
5894,5908,R-HSA-6802955
5894,5906,R-HSA-6802955
5894,5604,R-HSA-6802955
5894,4296,R-HSA-6802955
5894,283455,R-HSA-6802955
5894,8315,R-HSA-6802955
5894,54518,R-HSA-6802955
5894,8844,R-HSA-6802955
5894,22866,R-HSA-6802955
5894,10256,R-HSA-6802955
5894,7094,R-HSA-6802955
7450,4893,R-HSA-6802955
7450,3265,R-HSA-6802955
7450,3845,R-HSA-6802955
7450,5894,R-HSA-6802955
7450,369,R-HSA-6802955
7450,673,R-HSA-6802955
7450,7414,R-HSA-6802955
7450,5595,R-HSA-6802955
7450,5037,R-HSA-6802955
7450,7529,R-HSA-6802955
7450,8844,R-HSA-6802955
3690,4893,R-HSA-6802955
3690,3265,R-HSA-6802955
3690,3845,R-HSA-6802955
3690,2243,R-HSA-6802955
3690,2244,R-HSA-6802955
3690,2266,R-HSA-6802955
3690,2335,R-HSA-6802955
3690,5894,R-HSA-6802955
3690,7450,R-HSA-6802955
3690,369,R-HSA-6802955
3690,673,R-HSA-6802955
3690,7414,R-HSA-6802955
3690,5595,R-HSA-6802955
3690,5037,R-HSA-6802955
3690,7529,R-HSA-6802955
3690,5908,R-HSA-6802955
3690,5906,R-HSA-6802955
3690,54518,R-HSA-6802955
3690,8844,R-HSA-6802955
3690,7094,R-HSA-6802955
3674,4893,R-HSA-6802955
3674,3265,R-HSA-6802955
3674,3845,R-HSA-6802955
3674,2243,R-HSA-6802955
3674,2244,R-HSA-6802955
3674,2266,R-HSA-6802955
3674,2335,R-HSA-6802955
3674,5894,R-HSA-6802955
3674,7450,R-HSA-6802955
3674,3690,R-HSA-6802955
3674,369,R-HSA-6802955
3674,673,R-HSA-6802955
3674,7414,R-HSA-6802955
3674,5595,R-HSA-6802955
3674,5594,R-HSA-6802955
3674,5037,R-HSA-6802955
3674,7529,R-HSA-6802955
3674,5605,R-HSA-6802955
3674,1445,R-HSA-6802955
3674,5908,R-HSA-6802955
3674,5906,R-HSA-6802955
3674,5604,R-HSA-6802955
3674,54518,R-HSA-6802955
3674,8844,R-HSA-6802955
3674,7094,R-HSA-6802955
801,4893,R-HSA-6802955
805,4893,R-HSA-6802955
808,4893,R-HSA-6802955
801,3265,R-HSA-6802955
805,3265,R-HSA-6802955
808,3265,R-HSA-6802955
801,3845,R-HSA-6802955
805,3845,R-HSA-6802955
808,3845,R-HSA-6802955
801,5894,R-HSA-6802955
805,5894,R-HSA-6802955
808,5894,R-HSA-6802955
801,673,R-HSA-6802955
805,673,R-HSA-6802955
808,673,R-HSA-6802955
801,7529,R-HSA-6802955
805,7529,R-HSA-6802955
808,7529,R-HSA-6802955
801,816,R-HSA-6802955
805,816,R-HSA-6802955
808,816,R-HSA-6802955
801,818,R-HSA-6802955
805,818,R-HSA-6802955
808,818,R-HSA-6802955
801,817,R-HSA-6802955
805,817,R-HSA-6802955
808,817,R-HSA-6802955
801,815,R-HSA-6802955
805,815,R-HSA-6802955
808,815,R-HSA-6802955
369,4893,R-HSA-6802955
369,3265,R-HSA-6802955
369,3845,R-HSA-6802955
369,2243,R-HSA-6802955
369,2244,R-HSA-6802955
369,2266,R-HSA-6802955
369,2335,R-HSA-6802955
369,5894,R-HSA-6802955
369,7450,R-HSA-6802955
369,3690,R-HSA-6802955
369,3674,R-HSA-6802955
369,6714,R-HSA-6802955
369,673,R-HSA-6802955
369,7414,R-HSA-6802955
369,5595,R-HSA-6802955
369,4140,R-HSA-6802955
369,5594,R-HSA-6802955
369,5037,R-HSA-6802955
369,7529,R-HSA-6802955
369,409,R-HSA-6802955
369,5605,R-HSA-6802955
369,1445,R-HSA-6802955
369,8826,R-HSA-6802955
369,408,R-HSA-6802955
369,5908,R-HSA-6802955
369,5906,R-HSA-6802955
369,5604,R-HSA-6802955
369,283455,R-HSA-6802955
369,54518,R-HSA-6802955
369,8844,R-HSA-6802955
369,22866,R-HSA-6802955
369,10256,R-HSA-6802955
369,7094,R-HSA-6802955
6714,4893,R-HSA-6802955
6714,3265,R-HSA-6802955
6714,3845,R-HSA-6802955
6714,2243,R-HSA-6802955
6714,2244,R-HSA-6802955
6714,2266,R-HSA-6802955
6714,2335,R-HSA-6802955
6714,5894,R-HSA-6802955
6714,7450,R-HSA-6802955
6714,3690,R-HSA-6802955
6714,3674,R-HSA-6802955
6714,369,R-HSA-6802955
6714,673,R-HSA-6802955
6714,7414,R-HSA-6802955
6714,5595,R-HSA-6802955
6714,5594,R-HSA-6802955
6714,5037,R-HSA-6802955
6714,7529,R-HSA-6802955
6714,5605,R-HSA-6802955
6714,1445,R-HSA-6802955
6714,5908,R-HSA-6802955
6714,5906,R-HSA-6802955
6714,5604,R-HSA-6802955
6714,54518,R-HSA-6802955
6714,8844,R-HSA-6802955
6714,7094,R-HSA-6802955
673,4893,R-HSA-6802955
673,3265,R-HSA-6802955
673,3845,R-HSA-6802955
673,2243,R-HSA-6802955
673,2244,R-HSA-6802955
673,2266,R-HSA-6802955
673,2335,R-HSA-6802955
673,5894,R-HSA-6802955
673,7450,R-HSA-6802955
673,3690,R-HSA-6802955
673,3674,R-HSA-6802955
673,6714,R-HSA-6802955
673,7414,R-HSA-6802955
673,5595,R-HSA-6802955
673,4140,R-HSA-6802955
673,5594,R-HSA-6802955
673,5037,R-HSA-6802955
673,7529,R-HSA-6802955
673,409,R-HSA-6802955
673,5245,R-HSA-6802955
673,5605,R-HSA-6802955
673,1445,R-HSA-6802955
673,8826,R-HSA-6802955
673,408,R-HSA-6802955
673,5908,R-HSA-6802955
673,5906,R-HSA-6802955
673,5604,R-HSA-6802955
673,283455,R-HSA-6802955
673,54518,R-HSA-6802955
673,8844,R-HSA-6802955
673,22866,R-HSA-6802955
673,10256,R-HSA-6802955
673,7094,R-HSA-6802955
7414,4893,R-HSA-6802955
7414,3265,R-HSA-6802955
7414,3845,R-HSA-6802955
7414,5894,R-HSA-6802955
7414,369,R-HSA-6802955
7414,673,R-HSA-6802955
7414,5595,R-HSA-6802955
7414,5037,R-HSA-6802955
7414,7529,R-HSA-6802955
7414,8844,R-HSA-6802955
5595,4893,R-HSA-6802955
5595,3265,R-HSA-6802955
5595,3845,R-HSA-6802955
5595,5894,R-HSA-6802955
5595,369,R-HSA-6802955
5595,673,R-HSA-6802955
5595,5037,R-HSA-6802955
5595,7529,R-HSA-6802955
5595,8844,R-HSA-6802955
4140,4893,R-HSA-6802955
4140,3265,R-HSA-6802955
4140,3845,R-HSA-6802955
4140,5894,R-HSA-6802955
4140,369,R-HSA-6802955
4140,673,R-HSA-6802955
4140,5595,R-HSA-6802955
4140,5037,R-HSA-6802955
4140,7529,R-HSA-6802955
4140,5605,R-HSA-6802955
4140,5604,R-HSA-6802955
4140,8844,R-HSA-6802955
5594,4893,R-HSA-6802955
5594,3265,R-HSA-6802955
5594,3845,R-HSA-6802955
5594,2243,R-HSA-6802955
5594,2244,R-HSA-6802955
5594,2266,R-HSA-6802955
5594,2335,R-HSA-6802955
5594,5894,R-HSA-6802955
5594,7450,R-HSA-6802955
5594,3690,R-HSA-6802955
5594,369,R-HSA-6802955
5594,673,R-HSA-6802955
5594,7414,R-HSA-6802955
5594,4140,R-HSA-6802955
5594,5037,R-HSA-6802955
5594,7529,R-HSA-6802955
5594,409,R-HSA-6802955
5594,5605,R-HSA-6802955
5594,1445,R-HSA-6802955
5594,8826,R-HSA-6802955
5594,408,R-HSA-6802955
5594,5908,R-HSA-6802955
5594,5906,R-HSA-6802955
5594,5604,R-HSA-6802955
5594,283455,R-HSA-6802955
5594,54518,R-HSA-6802955
5594,8844,R-HSA-6802955
5594,22866,R-HSA-6802955
5594,10256,R-HSA-6802955
5594,7094,R-HSA-6802955
5037,4893,R-HSA-6802955
5037,3265,R-HSA-6802955
5037,3845,R-HSA-6802955
5037,2243,R-HSA-6802955
5037,2244,R-HSA-6802955
5037,2266,R-HSA-6802955
5037,2335,R-HSA-6802955
5037,5894,R-HSA-6802955
5037,7450,R-HSA-6802955
5037,3690,R-HSA-6802955
5037,3674,R-HSA-6802955
5037,6714,R-HSA-6802955
5037,673,R-HSA-6802955
5037,7414,R-HSA-6802955
5037,5595,R-HSA-6802955
5037,4140,R-HSA-6802955
5037,5594,R-HSA-6802955
5037,7529,R-HSA-6802955
5037,409,R-HSA-6802955
5037,5605,R-HSA-6802955
5037,1445,R-HSA-6802955
5037,8826,R-HSA-6802955
5037,408,R-HSA-6802955
5037,5908,R-HSA-6802955
5037,5906,R-HSA-6802955
5037,5604,R-HSA-6802955
5037,283455,R-HSA-6802955
5037,54518,R-HSA-6802955
5037,8844,R-HSA-6802955
5037,22866,R-HSA-6802955
5037,10256,R-HSA-6802955
5037,7094,R-HSA-6802955
7529,4893,R-HSA-6802955
7529,3265,R-HSA-6802955
7529,3845,R-HSA-6802955
7529,2243,R-HSA-6802955
7529,2244,R-HSA-6802955
7529,2266,R-HSA-6802955
7529,2335,R-HSA-6802955
7529,5894,R-HSA-6802955
7529,7450,R-HSA-6802955
7529,3690,R-HSA-6802955
7529,3674,R-HSA-6802955
7529,369,R-HSA-6802955
7529,6714,R-HSA-6802955
7529,673,R-HSA-6802955
7529,7414,R-HSA-6802955
7529,5595,R-HSA-6802955
7529,4140,R-HSA-6802955
7529,5594,R-HSA-6802955
7529,5037,R-HSA-6802955
7529,409,R-HSA-6802955
7529,5605,R-HSA-6802955
7529,1445,R-HSA-6802955
7529,8826,R-HSA-6802955
7529,408,R-HSA-6802955
7529,5908,R-HSA-6802955
7529,5906,R-HSA-6802955
7529,5604,R-HSA-6802955
7529,4296,R-HSA-6802955
7529,283455,R-HSA-6802955
7529,8315,R-HSA-6802955
7529,54518,R-HSA-6802955
7529,8844,R-HSA-6802955
7529,22866,R-HSA-6802955
7529,10256,R-HSA-6802955
7529,7094,R-HSA-6802955
409,4893,R-HSA-6802955
409,3265,R-HSA-6802955
409,3845,R-HSA-6802955
409,5894,R-HSA-6802955
409,369,R-HSA-6802955
409,673,R-HSA-6802955
409,5595,R-HSA-6802955
409,5037,R-HSA-6802955
409,7529,R-HSA-6802955
409,8844,R-HSA-6802955
5245,4893,R-HSA-6802955
5245,3265,R-HSA-6802955
5245,3845,R-HSA-6802955
5245,673,R-HSA-6802955
5605,4893,R-HSA-6802955
5605,3265,R-HSA-6802955
5605,3845,R-HSA-6802955
5605,2243,R-HSA-6802955
5605,2244,R-HSA-6802955
5605,2266,R-HSA-6802955
5605,2335,R-HSA-6802955
5605,5894,R-HSA-6802955
5605,7450,R-HSA-6802955
5605,3690,R-HSA-6802955
5605,369,R-HSA-6802955
5605,673,R-HSA-6802955
5605,7414,R-HSA-6802955
5605,5595,R-HSA-6802955
5605,5037,R-HSA-6802955
5605,7529,R-HSA-6802955
5605,409,R-HSA-6802955
5605,1445,R-HSA-6802955
5605,8826,R-HSA-6802955
5605,408,R-HSA-6802955
5605,5908,R-HSA-6802955
5605,5906,R-HSA-6802955
5605,283455,R-HSA-6802955
5605,54518,R-HSA-6802955
5605,8844,R-HSA-6802955
5605,22866,R-HSA-6802955
5605,10256,R-HSA-6802955
5605,7094,R-HSA-6802955
1445,4893,R-HSA-6802955
1445,3265,R-HSA-6802955
1445,3845,R-HSA-6802955
1445,2243,R-HSA-6802955
1445,2244,R-HSA-6802955
1445,2266,R-HSA-6802955
1445,2335,R-HSA-6802955
1445,5894,R-HSA-6802955
1445,7450,R-HSA-6802955
1445,3690,R-HSA-6802955
1445,369,R-HSA-6802955
1445,673,R-HSA-6802955
1445,7414,R-HSA-6802955
1445,5595,R-HSA-6802955
1445,5037,R-HSA-6802955
1445,7529,R-HSA-6802955
1445,5908,R-HSA-6802955
1445,5906,R-HSA-6802955
1445,54518,R-HSA-6802955
1445,8844,R-HSA-6802955
1445,7094,R-HSA-6802955
8826,4893,R-HSA-6802955
8826,3265,R-HSA-6802955
8826,3845,R-HSA-6802955
8826,5894,R-HSA-6802955
8826,369,R-HSA-6802955
8826,673,R-HSA-6802955
8826,5595,R-HSA-6802955
8826,5037,R-HSA-6802955
8826,7529,R-HSA-6802955
8826,8844,R-HSA-6802955
408,4893,R-HSA-6802955
408,3265,R-HSA-6802955
408,3845,R-HSA-6802955
408,5894,R-HSA-6802955
408,369,R-HSA-6802955
408,673,R-HSA-6802955
408,5595,R-HSA-6802955
408,5037,R-HSA-6802955
408,7529,R-HSA-6802955
408,8844,R-HSA-6802955
5908,4893,R-HSA-6802955
5908,3265,R-HSA-6802955
5908,3845,R-HSA-6802955
5908,2243,R-HSA-6802955
5908,2244,R-HSA-6802955
5908,2266,R-HSA-6802955
5908,2335,R-HSA-6802955
5908,5894,R-HSA-6802955
5908,7450,R-HSA-6802955
5908,369,R-HSA-6802955
5908,673,R-HSA-6802955
5908,7414,R-HSA-6802955
5908,5595,R-HSA-6802955
5908,5037,R-HSA-6802955
5908,7529,R-HSA-6802955
5908,54518,R-HSA-6802955
5908,8844,R-HSA-6802955
5906,4893,R-HSA-6802955
5906,3265,R-HSA-6802955
5906,3845,R-HSA-6802955
5906,2243,R-HSA-6802955
5906,2244,R-HSA-6802955
5906,2266,R-HSA-6802955
5906,2335,R-HSA-6802955
5906,5894,R-HSA-6802955
5906,7450,R-HSA-6802955
5906,369,R-HSA-6802955
5906,673,R-HSA-6802955
5906,7414,R-HSA-6802955
5906,5595,R-HSA-6802955
5906,5037,R-HSA-6802955
5906,7529,R-HSA-6802955
5906,54518,R-HSA-6802955
5906,8844,R-HSA-6802955
5604,4893,R-HSA-6802955
5604,3265,R-HSA-6802955
5604,3845,R-HSA-6802955
5604,2243,R-HSA-6802955
5604,2244,R-HSA-6802955
5604,2266,R-HSA-6802955
5604,2335,R-HSA-6802955
5604,5894,R-HSA-6802955
5604,7450,R-HSA-6802955
5604,3690,R-HSA-6802955
5604,369,R-HSA-6802955
5604,673,R-HSA-6802955
5604,7414,R-HSA-6802955
5604,5595,R-HSA-6802955
5604,5037,R-HSA-6802955
5604,7529,R-HSA-6802955
5604,409,R-HSA-6802955
5604,5605,R-HSA-6802955
5604,1445,R-HSA-6802955
5604,8826,R-HSA-6802955
5604,408,R-HSA-6802955
5604,5908,R-HSA-6802955
5604,5906,R-HSA-6802955
5604,283455,R-HSA-6802955
5604,54518,R-HSA-6802955
5604,8844,R-HSA-6802955
5604,22866,R-HSA-6802955
5604,10256,R-HSA-6802955
5604,7094,R-HSA-6802955
816,4893,R-HSA-6802955
816,3265,R-HSA-6802955
816,3845,R-HSA-6802955
816,5894,R-HSA-6802955
816,673,R-HSA-6802955
816,7529,R-HSA-6802955
818,4893,R-HSA-6802955
818,3265,R-HSA-6802955
818,3845,R-HSA-6802955
818,5894,R-HSA-6802955
818,673,R-HSA-6802955
818,7529,R-HSA-6802955
817,4893,R-HSA-6802955
817,3265,R-HSA-6802955
817,3845,R-HSA-6802955
817,5894,R-HSA-6802955
817,673,R-HSA-6802955
817,7529,R-HSA-6802955
4296,4893,R-HSA-6802955
4296,3265,R-HSA-6802955
4296,3845,R-HSA-6802955
4296,5894,R-HSA-6802955
4296,673,R-HSA-6802955
4296,7529,R-HSA-6802955
283455,4893,R-HSA-6802955
283455,3265,R-HSA-6802955
283455,3845,R-HSA-6802955
283455,5894,R-HSA-6802955
283455,369,R-HSA-6802955
283455,673,R-HSA-6802955
283455,5595,R-HSA-6802955
283455,5037,R-HSA-6802955
283455,7529,R-HSA-6802955
283455,8844,R-HSA-6802955
8315,4893,R-HSA-6802955
8315,3265,R-HSA-6802955
8315,3845,R-HSA-6802955
8315,5894,R-HSA-6802955
8315,673,R-HSA-6802955
8315,4140,R-HSA-6802955
8315,7529,R-HSA-6802955
8315,8844,R-HSA-6802955
54518,4893,R-HSA-6802955
54518,3265,R-HSA-6802955
54518,3845,R-HSA-6802955
54518,2243,R-HSA-6802955
54518,2244,R-HSA-6802955
54518,2266,R-HSA-6802955
54518,2335,R-HSA-6802955
54518,5894,R-HSA-6802955
54518,7450,R-HSA-6802955
54518,369,R-HSA-6802955
54518,673,R-HSA-6802955
54518,7414,R-HSA-6802955
54518,5595,R-HSA-6802955
54518,5037,R-HSA-6802955
54518,7529,R-HSA-6802955
54518,8844,R-HSA-6802955
8844,4893,R-HSA-6802955
8844,3265,R-HSA-6802955
8844,3845,R-HSA-6802955
8844,2243,R-HSA-6802955
8844,2244,R-HSA-6802955
8844,2266,R-HSA-6802955
8844,2335,R-HSA-6802955
8844,5894,R-HSA-6802955
8844,7450,R-HSA-6802955
8844,3690,R-HSA-6802955
8844,3674,R-HSA-6802955
8844,369,R-HSA-6802955
8844,6714,R-HSA-6802955
8844,673,R-HSA-6802955
8844,7414,R-HSA-6802955
8844,5595,R-HSA-6802955
8844,4140,R-HSA-6802955
8844,5594,R-HSA-6802955
8844,5037,R-HSA-6802955
8844,7529,R-HSA-6802955
8844,409,R-HSA-6802955
8844,5605,R-HSA-6802955
8844,1445,R-HSA-6802955
8844,8826,R-HSA-6802955
8844,408,R-HSA-6802955
8844,5908,R-HSA-6802955
8844,5906,R-HSA-6802955
8844,5604,R-HSA-6802955
8844,283455,R-HSA-6802955
8844,54518,R-HSA-6802955
8844,22866,R-HSA-6802955
8844,10256,R-HSA-6802955
8844,7094,R-HSA-6802955
22866,4893,R-HSA-6802955
22866,3265,R-HSA-6802955
22866,3845,R-HSA-6802955
22866,5894,R-HSA-6802955
22866,369,R-HSA-6802955
22866,673,R-HSA-6802955
22866,5595,R-HSA-6802955
22866,5037,R-HSA-6802955
22866,7529,R-HSA-6802955
22866,8844,R-HSA-6802955
10256,4893,R-HSA-6802955
10256,3265,R-HSA-6802955
10256,3845,R-HSA-6802955
10256,5894,R-HSA-6802955
10256,369,R-HSA-6802955
10256,673,R-HSA-6802955
10256,5595,R-HSA-6802955
10256,5037,R-HSA-6802955
10256,7529,R-HSA-6802955
10256,8844,R-HSA-6802955
815,4893,R-HSA-6802955
815,3265,R-HSA-6802955
815,3845,R-HSA-6802955
815,5894,R-HSA-6802955
815,673,R-HSA-6802955
815,7529,R-HSA-6802955
7094,4893,R-HSA-6802955
7094,3265,R-HSA-6802955
7094,3845,R-HSA-6802955
7094,2243,R-HSA-6802955
7094,2244,R-HSA-6802955
7094,2266,R-HSA-6802955
7094,2335,R-HSA-6802955
7094,5894,R-HSA-6802955
7094,7450,R-HSA-6802955
7094,369,R-HSA-6802955
7094,673,R-HSA-6802955
7094,7414,R-HSA-6802955
7094,5595,R-HSA-6802955
7094,5037,R-HSA-6802955
7094,7529,R-HSA-6802955
7094,5908,R-HSA-6802955
7094,5906,R-HSA-6802955
7094,54518,R-HSA-6802955
7094,8844,R-HSA-6802955
7044,55997,R-HSA-1181150
7044,6997,R-HSA-1181150
7044,92,R-HSA-1181150
7044,2657,R-HSA-1181150
7044,91,R-HSA-1181150
7044,93,R-HSA-1181150
7044,130399,R-HSA-1181150
7044,4838,R-HSA-1181150
8928,4088,R-HSA-1181150
8928,4089,R-HSA-1181150
8928,10589,R-HSA-1181150
8928,4087,R-HSA-1181150
10637,55997,R-HSA-1181150
10637,6997,R-HSA-1181150
10637,92,R-HSA-1181150
10637,2657,R-HSA-1181150
10637,91,R-HSA-1181150
10637,93,R-HSA-1181150
10637,130399,R-HSA-1181150
10637,4838,R-HSA-1181150
9350,55997,R-HSA-1181150
9350,6997,R-HSA-1181150
9350,92,R-HSA-1181150
9350,2657,R-HSA-1181150
9350,91,R-HSA-1181150
9350,93,R-HSA-1181150
9350,130399,R-HSA-1181150
9350,4838,R-HSA-1181150
5045,4838,R-HSA-1181150
55997,7044,R-HSA-1181150
55997,10637,R-HSA-1181150
55997,92,R-HSA-1181150
55997,91,R-HSA-1181150
55997,4088,R-HSA-1181150
55997,93,R-HSA-1181150
55997,4087,R-HSA-1181150
55997,130399,R-HSA-1181150
6997,7044,R-HSA-1181150
6997,10637,R-HSA-1181150
6997,92,R-HSA-1181150
6997,91,R-HSA-1181150
6997,4088,R-HSA-1181150
6997,93,R-HSA-1181150
6997,4087,R-HSA-1181150
6997,130399,R-HSA-1181150
92,91,R-HSA-1181150
92,4088,R-HSA-1181150
92,4087,R-HSA-1181150
2657,7044,R-HSA-1181150
2657,10637,R-HSA-1181150
2657,9350,R-HSA-1181150
2657,55997,R-HSA-1181150
2657,6997,R-HSA-1181150
2657,92,R-HSA-1181150
2657,91,R-HSA-1181150
2657,4088,R-HSA-1181150
2657,93,R-HSA-1181150
2657,4087,R-HSA-1181150
2657,199699,R-HSA-1181150
2657,130399,R-HSA-1181150
5046,4838,R-HSA-1181150
91,4088,R-HSA-1181150
91,4087,R-HSA-1181150
4088,2309,R-HSA-1181150
4088,8928,R-HSA-1181150
4088,4089,R-HSA-1181150
4089,2309,R-HSA-1181150
4089,8928,R-HSA-1181150
93,91,R-HSA-1181150
93,4088,R-HSA-1181150
93,4087,R-HSA-1181150
93,130399,R-HSA-1181150
10589,8928,R-HSA-1181150
10589,4088,R-HSA-1181150
10589,4089,R-HSA-1181150
10589,4087,R-HSA-1181150
4087,2309,R-HSA-1181150
4087,8928,R-HSA-1181150
4087,4089,R-HSA-1181150
199699,55997,R-HSA-1181150
199699,6997,R-HSA-1181150
199699,92,R-HSA-1181150
199699,2657,R-HSA-1181150
199699,91,R-HSA-1181150
199699,93,R-HSA-1181150
199699,130399,R-HSA-1181150
199699,4838,R-HSA-1181150
130399,4088,R-HSA-1181150
130399,4087,R-HSA-1181150
4838,7044,R-HSA-1181150
4838,10637,R-HSA-1181150
4838,9350,R-HSA-1181150
4838,55997,R-HSA-1181150
4838,6997,R-HSA-1181150
4838,92,R-HSA-1181150
4838,2657,R-HSA-1181150
4838,91,R-HSA-1181150
4838,4088,R-HSA-1181150
4838,93,R-HSA-1181150
4838,4087,R-HSA-1181150
4838,199699,R-HSA-1181150
4838,130399,R-HSA-1181150
5433,9716,R-HSA-6781823
5433,3150,R-HSA-6781823
5433,7314,R-HSA-6781823
5433,7316,R-HSA-6781823
5433,2068,R-HSA-6781823
5433,5434,R-HSA-6781823
5433,2071,R-HSA-6781823
5433,7507,R-HSA-6781823
5433,2965,R-HSA-6781823
5433,1022,R-HSA-6781823
5433,902,R-HSA-6781823
5433,4331,R-HSA-6781823
5433,5437,R-HSA-6781823
5433,5440,R-HSA-6781823
5433,5435,R-HSA-6781823
5433,5441,R-HSA-6781823
5433,9978,R-HSA-6781823
5433,6233,R-HSA-6781823
5433,7311,R-HSA-6781823
5433,2074,R-HSA-6781823
5433,1161,R-HSA-6781823
5433,8451,R-HSA-6781823
5433,8450,R-HSA-6781823
5433,2966,R-HSA-6781823
5433,2967,R-HSA-6781823
5433,1642,R-HSA-6781823
5433,57654,R-HSA-6781823
5433,404672,R-HSA-6781823
5433,2968,R-HSA-6781823
5433,7874,R-HSA-6781823
5433,91603,R-HSA-6781823
5433,56949,R-HSA-6781823
