src,dest,pathway
80010,4361,R-HSA-5693568
80010,1763,R-HSA-5693568
80010,675,R-HSA-5693568
80010,5888,R-HSA-5693568
80010,472,R-HSA-5693568
80010,23514,R-HSA-5693568
80010,7486,R-HSA-5693568
80010,79728,R-HSA-5693568
80010,10111,R-HSA-5693568
80010,10524,R-HSA-5693568
80010,10635,R-HSA-5693568
80010,5932,R-HSA-5693568
80010,580,R-HSA-5693568
80010,83990,R-HSA-5693568
80010,9156,R-HSA-5693568
9156,5890,R-HSA-5693568
9156,5889,R-HSA-5693568
9156,7517,R-HSA-5693568
9156,7516,R-HSA-5693568
9156,675,R-HSA-5693568
9156,5888,R-HSA-5693568
9156,7486,R-HSA-5693568
9156,79728,R-HSA-5693568
9156,10635,R-HSA-5693568
9156,5932,R-HSA-5693568
9156,580,R-HSA-5693568
9156,83990,R-HSA-5693568
9542,4893,R-HSA-1963640
9542,3265,R-HSA-1963640
9542,3845,R-HSA-1963640
9542,2066,R-HSA-1963640
2069,4893,R-HSA-1963640
2069,3265,R-HSA-1963640
2069,3845,R-HSA-1963640
2069,2066,R-HSA-1963640
1956,4893,R-HSA-1963640
1956,3265,R-HSA-1963640
1956,3845,R-HSA-1963640
1956,1950,R-HSA-1963640
1956,2885,R-HSA-1963640
1956,6654,R-HSA-1963640
1950,4893,R-HSA-1963640
1950,3265,R-HSA-1963640
1950,3845,R-HSA-1963640
1950,2885,R-HSA-1963640
1950,6654,R-HSA-1963640
2064,9542,R-HSA-1963640
2064,2069,R-HSA-1963640
2064,1956,R-HSA-1963640
2064,4893,R-HSA-1963640
2064,3265,R-HSA-1963640
2064,3845,R-HSA-1963640
2064,1950,R-HSA-1963640
2064,685,R-HSA-1963640
2064,10718,R-HSA-1963640
2064,2885,R-HSA-1963640
2064,3084,R-HSA-1963640
2064,6654,R-HSA-1963640
2064,2066,R-HSA-1963640
2064,145957,R-HSA-1963640
2064,1839,R-HSA-1963640
685,4893,R-HSA-1963640
685,3265,R-HSA-1963640
685,3845,R-HSA-1963640
685,2066,R-HSA-1963640
10718,4893,R-HSA-1963640
10718,3265,R-HSA-1963640
10718,3845,R-HSA-1963640
2885,9542,R-HSA-1963640
2885,2069,R-HSA-1963640
2885,4893,R-HSA-1963640
2885,3265,R-HSA-1963640
2885,3845,R-HSA-1963640
2885,685,R-HSA-1963640
2885,10718,R-HSA-1963640
2885,3084,R-HSA-1963640
2885,6654,R-HSA-1963640
2885,2066,R-HSA-1963640
2885,145957,R-HSA-1963640
2885,1839,R-HSA-1963640
3084,4893,R-HSA-1963640
3084,3265,R-HSA-1963640
3084,3845,R-HSA-1963640
3084,2066,R-HSA-1963640
6654,9542,R-HSA-1963640
6654,2069,R-HSA-1963640
6654,4893,R-HSA-1963640
6654,3265,R-HSA-1963640
6654,3845,R-HSA-1963640
6654,685,R-HSA-1963640
6654,10718,R-HSA-1963640
6654,3084,R-HSA-1963640
6654,2066,R-HSA-1963640
6654,145957,R-HSA-1963640
6654,1839,R-HSA-1963640
2066,4893,R-HSA-1963640
2066,3265,R-HSA-1963640
2066,3845,R-HSA-1963640
2066,10718,R-HSA-1963640
2066,145957,R-HSA-1963640
145957,4893,R-HSA-1963640
145957,3265,R-HSA-1963640
145957,3845,R-HSA-1963640
1839,4893,R-HSA-1963640
1839,3265,R-HSA-1963640
1839,3845,R-HSA-1963640
1839,2066,R-HSA-1963640
2157,8460,R-HSA-9651496
2157,8459,R-HSA-9651496
2157,2147,R-HSA-9651496
2157,2158,R-HSA-9651496
2157,2159,R-HSA-9651496
2147,2161,R-HSA-9651496
2158,2159,R-HSA-9651496
2158,2160,R-HSA-9651496
2158,2811,R-HSA-9651496
2158,2812,R-HSA-9651496
2158,2815,R-HSA-9651496
2158,2677,R-HSA-9651496
2158,2814,R-HSA-9651496
2159,2157,R-HSA-9651496
2159,2158,R-HSA-9651496
2161,2147,R-HSA-9651496
3818,2161,R-HSA-9651496
7450,2157,R-HSA-9651496
7450,2147,R-HSA-9651496
2811,2160,R-HSA-9651496
2811,2812,R-HSA-9651496
2811,2815,R-HSA-9651496
2811,2814,R-HSA-9651496
2812,2160,R-HSA-9651496
2812,2814,R-HSA-9651496
2815,2160,R-HSA-9651496
2815,2812,R-HSA-9651496
2815,2814,R-HSA-9651496
2814,2160,R-HSA-9651496
7161,27113,R-HSA-114452
10018,5599,R-HSA-114452
10018,8655,R-HSA-114452
7157,7159,R-HSA-114452
7157,5366,R-HSA-114452
7157,23368,R-HSA-114452
7157,27113,R-HSA-114452
10971,572,R-HSA-114452
207,572,R-HSA-114452
208,572,R-HSA-114452
7529,572,R-HSA-114452
2810,572,R-HSA-114452
5599,10018,R-HSA-114452
5599,8655,R-HSA-114452
5599,140735,R-HSA-114452
5599,90427,R-HSA-114452
5533,10971,R-HSA-114452
5533,7529,R-HSA-114452
5533,2810,R-HSA-114452
5533,7532,R-HSA-114452
5533,7531,R-HSA-114452
5533,7534,R-HSA-114452
5533,7533,R-HSA-114452
5533,572,R-HSA-114452
637,596,R-HSA-114452
7532,572,R-HSA-114452
7531,572,R-HSA-114452
5534,10971,R-HSA-114452
5534,7529,R-HSA-114452
5534,2810,R-HSA-114452
5534,5533,R-HSA-114452
5534,7532,R-HSA-114452
5534,7531,R-HSA-114452
5534,7534,R-HSA-114452
5534,7533,R-HSA-114452
5534,572,R-HSA-114452
7534,572,R-HSA-114452
1869,5366,R-HSA-114452
1869,27113,R-HSA-114452
7533,572,R-HSA-114452
7159,7161,R-HSA-114452
7159,27113,R-HSA-114452
7027,1869,R-HSA-114452
7027,5366,R-HSA-114452
7027,27113,R-HSA-114452
7029,1869,R-HSA-114452
7029,5366,R-HSA-114452
7029,27113,R-HSA-114452
572,596,R-HSA-114452
140735,90427,R-HSA-114452
23368,7161,R-HSA-114452
23368,27113,R-HSA-114452
90427,5599,R-HSA-114452
8626,7159,R-HSA-114452
8626,23368,R-HSA-114452
8626,27113,R-HSA-114452
10000,572,R-HSA-114452
10671,11258,R-HSA-3371497
10671,2908,R-HSA-3371497
10671,5241,R-HSA-3371497
10671,3320,R-HSA-3371497
10671,4306,R-HSA-3371497
10671,3326,R-HSA-3371497
10671,367,R-HSA-3371497
10671,830,R-HSA-3371497
10671,832,R-HSA-3371497
10671,829,R-HSA-3371497
10671,2288,R-HSA-3371497
10671,10540,R-HSA-3371497
10671,1639,R-HSA-3371497
10671,10728,R-HSA-3371497
10671,93661,R-HSA-3371497
10671,55860,R-HSA-3371497
1780,10671,R-HSA-3371497
1780,1783,R-HSA-3371497
1780,11258,R-HSA-3371497
1780,2908,R-HSA-3371497
1780,5241,R-HSA-3371497
1780,3320,R-HSA-3371497
1780,4306,R-HSA-3371497
1780,3326,R-HSA-3371497
1780,367,R-HSA-3371497
1780,830,R-HSA-3371497
1780,832,R-HSA-3371497
1780,829,R-HSA-3371497
1780,10121,R-HSA-3371497
1780,8655,R-HSA-3371497
1780,2288,R-HSA-3371497
1780,10540,R-HSA-3371497
1780,1639,R-HSA-3371497
1780,1778,R-HSA-3371497
1780,10728,R-HSA-3371497
1780,140735,R-HSA-3371497
1780,93661,R-HSA-3371497
1780,84516,R-HSA-3371497
1780,55860,R-HSA-3371497
1780,51164,R-HSA-3371497
1780,51143,R-HSA-3371497
1783,10671,R-HSA-3371497
1783,11258,R-HSA-3371497
1783,2908,R-HSA-3371497
1783,5241,R-HSA-3371497
1783,3320,R-HSA-3371497
1783,4306,R-HSA-3371497
1783,3326,R-HSA-3371497
1783,367,R-HSA-3371497
1783,830,R-HSA-3371497
1783,832,R-HSA-3371497
1783,829,R-HSA-3371497
1783,10121,R-HSA-3371497
1783,2288,R-HSA-3371497
1783,10540,R-HSA-3371497
1783,1639,R-HSA-3371497
1783,1778,R-HSA-3371497
1783,10728,R-HSA-3371497
1783,93661,R-HSA-3371497
1783,84516,R-HSA-3371497
1783,55860,R-HSA-3371497
1783,51164,R-HSA-3371497
10294,3303,R-HSA-3371497
10294,3304,R-HSA-3371497
10294,3312,R-HSA-3371497
10294,3305,R-HSA-3371497
10294,3306,R-HSA-3371497
11258,2908,R-HSA-3371497
11258,5241,R-HSA-3371497
11258,3320,R-HSA-3371497
11258,4306,R-HSA-3371497
11258,3326,R-HSA-3371497
11258,367,R-HSA-3371497
11258,2288,R-HSA-3371497
11258,10728,R-HSA-3371497
2908,10671,R-HSA-3371497
2908,1780,R-HSA-3371497
2908,1783,R-HSA-3371497
2908,11258,R-HSA-3371497
2908,5241,R-HSA-3371497
2908,3320,R-HSA-3371497
2908,4306,R-HSA-3371497
2908,3326,R-HSA-3371497
2908,367,R-HSA-3371497
2908,830,R-HSA-3371497
2908,832,R-HSA-3371497
2908,829,R-HSA-3371497
2908,10121,R-HSA-3371497
2908,8655,R-HSA-3371497
2908,2288,R-HSA-3371497
2908,1781,R-HSA-3371497
2908,10540,R-HSA-3371497
2908,1639,R-HSA-3371497
2908,1778,R-HSA-3371497
2908,10728,R-HSA-3371497
2908,140735,R-HSA-3371497
2908,93661,R-HSA-3371497
2908,84516,R-HSA-3371497
2908,55860,R-HSA-3371497
2908,51164,R-HSA-3371497
2908,51143,R-HSA-3371497
5241,10671,R-HSA-3371497
5241,1780,R-HSA-3371497
5241,1783,R-HSA-3371497
5241,11258,R-HSA-3371497
5241,830,R-HSA-3371497
5241,832,R-HSA-3371497
5241,829,R-HSA-3371497
5241,10121,R-HSA-3371497
5241,8655,R-HSA-3371497
5241,1781,R-HSA-3371497
5241,10540,R-HSA-3371497
5241,1639,R-HSA-3371497
5241,1778,R-HSA-3371497
5241,140735,R-HSA-3371497
5241,93661,R-HSA-3371497
5241,84516,R-HSA-3371497
5241,55860,R-HSA-3371497
5241,51164,R-HSA-3371497
5241,51143,R-HSA-3371497
3320,10671,R-HSA-3371497
3320,1780,R-HSA-3371497
3320,1783,R-HSA-3371497
3320,11258,R-HSA-3371497
3320,5241,R-HSA-3371497
3320,4306,R-HSA-3371497
3320,3303,R-HSA-3371497
3320,3304,R-HSA-3371497
3320,367,R-HSA-3371497
3320,3312,R-HSA-3371497
3320,10963,R-HSA-3371497
3320,3305,R-HSA-3371497
3320,830,R-HSA-3371497
3320,832,R-HSA-3371497
3320,829,R-HSA-3371497
3320,3306,R-HSA-3371497
3320,10121,R-HSA-3371497
3320,8655,R-HSA-3371497
3320,2288,R-HSA-3371497
3320,1781,R-HSA-3371497
3320,10540,R-HSA-3371497
3320,1639,R-HSA-3371497
3320,1778,R-HSA-3371497
3320,10728,R-HSA-3371497
3320,140735,R-HSA-3371497
3320,93661,R-HSA-3371497
3320,84516,R-HSA-3371497
3320,55860,R-HSA-3371497
3320,51164,R-HSA-3371497
3320,51143,R-HSA-3371497
4306,10671,R-HSA-3371497
4306,1780,R-HSA-3371497
4306,1783,R-HSA-3371497
4306,11258,R-HSA-3371497
4306,830,R-HSA-3371497
4306,832,R-HSA-3371497
4306,829,R-HSA-3371497
4306,10121,R-HSA-3371497
4306,8655,R-HSA-3371497
4306,1781,R-HSA-3371497
4306,10540,R-HSA-3371497
4306,1639,R-HSA-3371497
4306,1778,R-HSA-3371497
4306,140735,R-HSA-3371497
4306,93661,R-HSA-3371497
4306,84516,R-HSA-3371497
4306,55860,R-HSA-3371497
4306,51164,R-HSA-3371497
4306,51143,R-HSA-3371497
3326,10671,R-HSA-3371497
3326,1780,R-HSA-3371497
3326,1783,R-HSA-3371497
3326,11258,R-HSA-3371497
3326,5241,R-HSA-3371497
3326,4306,R-HSA-3371497
3326,3303,R-HSA-3371497
3326,3304,R-HSA-3371497
3326,367,R-HSA-3371497
3326,3312,R-HSA-3371497
3326,10963,R-HSA-3371497
3326,3305,R-HSA-3371497
3326,830,R-HSA-3371497
3326,832,R-HSA-3371497
3326,829,R-HSA-3371497
3326,3306,R-HSA-3371497
3326,10121,R-HSA-3371497
3326,8655,R-HSA-3371497
3326,2288,R-HSA-3371497
3326,1781,R-HSA-3371497
3326,10540,R-HSA-3371497
3326,1639,R-HSA-3371497
3326,1778,R-HSA-3371497
3326,10728,R-HSA-3371497
3326,140735,R-HSA-3371497
3326,93661,R-HSA-3371497
3326,84516,R-HSA-3371497
3326,55860,R-HSA-3371497
3326,51164,R-HSA-3371497
3326,51143,R-HSA-3371497
3303,10294,R-HSA-3371497
3304,10294,R-HSA-3371497
3303,3326,R-HSA-3371497
3304,3326,R-HSA-3371497
3303,3337,R-HSA-3371497
3304,3337,R-HSA-3371497
3303,3301,R-HSA-3371497
3304,3301,R-HSA-3371497
3303,10963,R-HSA-3371497
3304,10963,R-HSA-3371497
3303,2288,R-HSA-3371497
3304,2288,R-HSA-3371497
3303,55466,R-HSA-3371497
3304,55466,R-HSA-3371497
367,10671,R-HSA-3371497
367,1780,R-HSA-3371497
367,1783,R-HSA-3371497
367,11258,R-HSA-3371497
367,830,R-HSA-3371497
367,832,R-HSA-3371497
367,829,R-HSA-3371497
367,10121,R-HSA-3371497
367,8655,R-HSA-3371497
367,1781,R-HSA-3371497
367,10540,R-HSA-3371497
367,1639,R-HSA-3371497
367,1778,R-HSA-3371497
367,140735,R-HSA-3371497
367,93661,R-HSA-3371497
367,84516,R-HSA-3371497
367,55860,R-HSA-3371497
367,51164,R-HSA-3371497
367,51143,R-HSA-3371497
3312,10294,R-HSA-3371497
3312,3337,R-HSA-3371497
3312,3301,R-HSA-3371497
3312,10963,R-HSA-3371497
3312,55466,R-HSA-3371497
3337,3303,R-HSA-3371497
3337,3304,R-HSA-3371497
3337,3312,R-HSA-3371497
3337,3305,R-HSA-3371497
3337,3306,R-HSA-3371497
3301,3303,R-HSA-3371497
3301,3304,R-HSA-3371497
3301,3312,R-HSA-3371497
3301,3305,R-HSA-3371497
3301,3306,R-HSA-3371497
3305,10294,R-HSA-3371497
3305,3337,R-HSA-3371497
3305,3301,R-HSA-3371497
3305,10963,R-HSA-3371497
3305,55466,R-HSA-3371497
830,11258,R-HSA-3371497
830,2908,R-HSA-3371497
830,5241,R-HSA-3371497
830,3320,R-HSA-3371497
830,4306,R-HSA-3371497
830,3326,R-HSA-3371497
830,367,R-HSA-3371497
830,2288,R-HSA-3371497
830,10540,R-HSA-3371497
830,1639,R-HSA-3371497
830,10728,R-HSA-3371497
832,11258,R-HSA-3371497
832,2908,R-HSA-3371497
832,5241,R-HSA-3371497
832,3320,R-HSA-3371497
832,4306,R-HSA-3371497
832,3326,R-HSA-3371497
832,367,R-HSA-3371497
832,830,R-HSA-3371497
832,2288,R-HSA-3371497
832,10540,R-HSA-3371497
832,1639,R-HSA-3371497
832,10728,R-HSA-3371497
832,93661,R-HSA-3371497
829,11258,R-HSA-3371497
829,2908,R-HSA-3371497
829,5241,R-HSA-3371497
829,3320,R-HSA-3371497
829,4306,R-HSA-3371497
829,3326,R-HSA-3371497
829,367,R-HSA-3371497
829,832,R-HSA-3371497
829,2288,R-HSA-3371497
829,10540,R-HSA-3371497
829,1639,R-HSA-3371497
829,10728,R-HSA-3371497
3306,10294,R-HSA-3371497
3306,3337,R-HSA-3371497
3306,3301,R-HSA-3371497
3306,10963,R-HSA-3371497
3306,55466,R-HSA-3371497
10121,10671,R-HSA-3371497
10121,11258,R-HSA-3371497
10121,2908,R-HSA-3371497
10121,5241,R-HSA-3371497
10121,3320,R-HSA-3371497
10121,4306,R-HSA-3371497
10121,3326,R-HSA-3371497
10121,367,R-HSA-3371497
10121,830,R-HSA-3371497
10121,832,R-HSA-3371497
10121,829,R-HSA-3371497
10121,2288,R-HSA-3371497
10121,10540,R-HSA-3371497
10121,1639,R-HSA-3371497
10121,10728,R-HSA-3371497
10121,93661,R-HSA-3371497
10121,84516,R-HSA-3371497
10121,55860,R-HSA-3371497
10121,51164,R-HSA-3371497
8655,10671,R-HSA-3371497
8655,1783,R-HSA-3371497
8655,11258,R-HSA-3371497
8655,2908,R-HSA-3371497
8655,5241,R-HSA-3371497
8655,3320,R-HSA-3371497
8655,4306,R-HSA-3371497
8655,3326,R-HSA-3371497
8655,367,R-HSA-3371497
8655,830,R-HSA-3371497
8655,832,R-HSA-3371497
8655,829,R-HSA-3371497
8655,10121,R-HSA-3371497
8655,2288,R-HSA-3371497
8655,10540,R-HSA-3371497
8655,1639,R-HSA-3371497
8655,1778,R-HSA-3371497
8655,10728,R-HSA-3371497
8655,93661,R-HSA-3371497
8655,84516,R-HSA-3371497
8655,55860,R-HSA-3371497
8655,51164,R-HSA-3371497
8655,51143,R-HSA-3371497
2288,10671,R-HSA-3371497
2288,1780,R-HSA-3371497
2288,1783,R-HSA-3371497
2288,11258,R-HSA-3371497
2288,5241,R-HSA-3371497
2288,4306,R-HSA-3371497
2288,3303,R-HSA-3371497
2288,3304,R-HSA-3371497
2288,367,R-HSA-3371497
2288,3312,R-HSA-3371497
2288,10963,R-HSA-3371497
2288,3305,R-HSA-3371497
2288,830,R-HSA-3371497
2288,832,R-HSA-3371497
2288,829,R-HSA-3371497
2288,3306,R-HSA-3371497
2288,10121,R-HSA-3371497
2288,8655,R-HSA-3371497
2288,1781,R-HSA-3371497
2288,10540,R-HSA-3371497
2288,1639,R-HSA-3371497
2288,1778,R-HSA-3371497
2288,140735,R-HSA-3371497
2288,93661,R-HSA-3371497
2288,84516,R-HSA-3371497
2288,55860,R-HSA-3371497
2288,51164,R-HSA-3371497
2288,51143,R-HSA-3371497
1781,10671,R-HSA-3371497
1781,1783,R-HSA-3371497
1781,11258,R-HSA-3371497
1781,2908,R-HSA-3371497
1781,5241,R-HSA-3371497
1781,3320,R-HSA-3371497
1781,4306,R-HSA-3371497
1781,3326,R-HSA-3371497
1781,367,R-HSA-3371497
1781,830,R-HSA-3371497
1781,832,R-HSA-3371497
1781,829,R-HSA-3371497
1781,10121,R-HSA-3371497
1781,8655,R-HSA-3371497
1781,2288,R-HSA-3371497
1781,10540,R-HSA-3371497
1781,1639,R-HSA-3371497
1781,1778,R-HSA-3371497
1781,10728,R-HSA-3371497
1781,140735,R-HSA-3371497
1781,93661,R-HSA-3371497
1781,84516,R-HSA-3371497
1781,55860,R-HSA-3371497
1781,51164,R-HSA-3371497
1781,51143,R-HSA-3371497
2289,3320,R-HSA-3371497
2289,3326,R-HSA-3371497
2289,3303,R-HSA-3371497
2289,3304,R-HSA-3371497
2289,3312,R-HSA-3371497
2289,10963,R-HSA-3371497
2289,3305,R-HSA-3371497
2289,3306,R-HSA-3371497
2289,10728,R-HSA-3371497
10540,11258,R-HSA-3371497
10540,2908,R-HSA-3371497
10540,5241,R-HSA-3371497
10540,3320,R-HSA-3371497
10540,4306,R-HSA-3371497
10540,3326,R-HSA-3371497
10540,367,R-HSA-3371497
10540,2288,R-HSA-3371497
10540,10728,R-HSA-3371497
1639,11258,R-HSA-3371497
1639,2908,R-HSA-3371497
1639,5241,R-HSA-3371497
1639,3320,R-HSA-3371497
1639,4306,R-HSA-3371497
1639,3326,R-HSA-3371497
1639,367,R-HSA-3371497
1639,2288,R-HSA-3371497
1639,10540,R-HSA-3371497
1639,10728,R-HSA-3371497
1778,10671,R-HSA-3371497
1778,11258,R-HSA-3371497
1778,2908,R-HSA-3371497
1778,5241,R-HSA-3371497
1778,3320,R-HSA-3371497
1778,4306,R-HSA-3371497
1778,3326,R-HSA-3371497
1778,367,R-HSA-3371497
1778,830,R-HSA-3371497
1778,832,R-HSA-3371497
1778,829,R-HSA-3371497
1778,10121,R-HSA-3371497
1778,2288,R-HSA-3371497
1778,10540,R-HSA-3371497
1778,1639,R-HSA-3371497
1778,10728,R-HSA-3371497
1778,93661,R-HSA-3371497
1778,84516,R-HSA-3371497
1778,55860,R-HSA-3371497
1778,51164,R-HSA-3371497
10728,10671,R-HSA-3371497
10728,1780,R-HSA-3371497
10728,1783,R-HSA-3371497
10728,11258,R-HSA-3371497
10728,5241,R-HSA-3371497
10728,4306,R-HSA-3371497
10728,367,R-HSA-3371497
10728,830,R-HSA-3371497
10728,832,R-HSA-3371497
10728,829,R-HSA-3371497
10728,10121,R-HSA-3371497
10728,8655,R-HSA-3371497
10728,2288,R-HSA-3371497
10728,1781,R-HSA-3371497
10728,10540,R-HSA-3371497
10728,1639,R-HSA-3371497
10728,1778,R-HSA-3371497
10728,140735,R-HSA-3371497
10728,93661,R-HSA-3371497
10728,84516,R-HSA-3371497
10728,55860,R-HSA-3371497
10728,51164,R-HSA-3371497
10728,51143,R-HSA-3371497
55466,3303,R-HSA-3371497
55466,3304,R-HSA-3371497
55466,3312,R-HSA-3371497
55466,3305,R-HSA-3371497
55466,3306,R-HSA-3371497
140735,10671,R-HSA-3371497
140735,1783,R-HSA-3371497
140735,11258,R-HSA-3371497
140735,2908,R-HSA-3371497
140735,5241,R-HSA-3371497
140735,3320,R-HSA-3371497
140735,4306,R-HSA-3371497
140735,3326,R-HSA-3371497
140735,367,R-HSA-3371497
140735,830,R-HSA-3371497
140735,832,R-HSA-3371497
140735,829,R-HSA-3371497
140735,10121,R-HSA-3371497
140735,2288,R-HSA-3371497
140735,10540,R-HSA-3371497
140735,1639,R-HSA-3371497
140735,1778,R-HSA-3371497
140735,10728,R-HSA-3371497
140735,93661,R-HSA-3371497
140735,84516,R-HSA-3371497
140735,55860,R-HSA-3371497
140735,51164,R-HSA-3371497
140735,51143,R-HSA-3371497
93661,11258,R-HSA-3371497
93661,2908,R-HSA-3371497
93661,5241,R-HSA-3371497
93661,3320,R-HSA-3371497
93661,4306,R-HSA-3371497
93661,3326,R-HSA-3371497
93661,367,R-HSA-3371497
93661,2288,R-HSA-3371497
93661,10540,R-HSA-3371497
93661,1639,R-HSA-3371497
93661,10728,R-HSA-3371497
84516,10671,R-HSA-3371497
84516,11258,R-HSA-3371497
84516,2908,R-HSA-3371497
84516,5241,R-HSA-3371497
84516,3320,R-HSA-3371497
84516,4306,R-HSA-3371497
84516,3326,R-HSA-3371497
84516,367,R-HSA-3371497
84516,830,R-HSA-3371497
84516,832,R-HSA-3371497
84516,829,R-HSA-3371497
84516,2288,R-HSA-3371497
84516,10540,R-HSA-3371497
84516,1639,R-HSA-3371497
84516,10728,R-HSA-3371497
84516,93661,R-HSA-3371497
84516,55860,R-HSA-3371497
55860,11258,R-HSA-3371497
55860,2908,R-HSA-3371497
55860,5241,R-HSA-3371497
55860,3320,R-HSA-3371497
55860,4306,R-HSA-3371497
55860,3326,R-HSA-3371497
55860,367,R-HSA-3371497
55860,830,R-HSA-3371497
55860,832,R-HSA-3371497
55860,829,R-HSA-3371497
55860,2288,R-HSA-3371497
55860,10540,R-HSA-3371497
55860,1639,R-HSA-3371497
55860,10728,R-HSA-3371497
55860,93661,R-HSA-3371497
51164,10671,R-HSA-3371497
51164,11258,R-HSA-3371497
51164,2908,R-HSA-3371497
51164,5241,R-HSA-3371497
51164,3320,R-HSA-3371497
51164,4306,R-HSA-3371497
51164,3326,R-HSA-3371497
51164,367,R-HSA-3371497
51164,830,R-HSA-3371497
51164,832,R-HSA-3371497
51164,829,R-HSA-3371497
51164,2288,R-HSA-3371497
51164,10540,R-HSA-3371497
51164,1639,R-HSA-3371497
51164,10728,R-HSA-3371497
51164,93661,R-HSA-3371497
51164,84516,R-HSA-3371497
51164,55860,R-HSA-3371497
51143,10671,R-HSA-3371497
51143,11258,R-HSA-3371497
51143,2908,R-HSA-3371497
51143,5241,R-HSA-3371497
51143,3320,R-HSA-3371497
51143,4306,R-HSA-3371497
51143,3326,R-HSA-3371497
51143,367,R-HSA-3371497
51143,830,R-HSA-3371497
51143,832,R-HSA-3371497
51143,829,R-HSA-3371497
51143,10121,R-HSA-3371497
51143,2288,R-HSA-3371497
51143,10540,R-HSA-3371497
51143,1639,R-HSA-3371497
51143,1778,R-HSA-3371497
51143,10728,R-HSA-3371497
51143,93661,R-HSA-3371497
51143,84516,R-HSA-3371497
51143,55860,R-HSA-3371497
51143,51164,R-HSA-3371497
2908,2289,R-HSA-3371497
6309,403313,R-HSA-191273
6309,1717,R-HSA-191273
3156,4598,R-HSA-191273
2222,6713,R-HSA-191273
2222,403313,R-HSA-191273
4047,1595,R-HSA-191273
4597,9453,R-HSA-191273
4597,2224,R-HSA-191273
4597,3422,R-HSA-191273
4597,91734,R-HSA-191273
51478,10682,R-HSA-191273
51478,1718,R-HSA-191273
51478,6307,R-HSA-191273
3157,3156,R-HSA-191273
3157,403313,R-HSA-191273
4598,10654,R-HSA-191273
6713,4047,R-HSA-191273
6713,403313,R-HSA-191273
10682,6309,R-HSA-191273
10654,4597,R-HSA-191273
1718,10682,R-HSA-191273
1718,64801,R-HSA-191273
50814,6309,R-HSA-191273
50814,7108,R-HSA-191273
50814,3156,R-HSA-191273
50814,2222,R-HSA-191273
50814,51478,R-HSA-191273
50814,6713,R-HSA-191273
50814,1718,R-HSA-191273
50814,6307,R-HSA-191273
50814,1595,R-HSA-191273
50814,1717,R-HSA-191273
6307,50814,R-HSA-191273
6307,403313,R-HSA-191273
1595,7108,R-HSA-191273
1595,6307,R-HSA-191273
1595,403313,R-HSA-191273
39,3157,R-HSA-191273
39,403313,R-HSA-191273
1717,1718,R-HSA-191273
1717,64801,R-HSA-191273
92482,6753,R-HSA-5620922
92482,27241,R-HSA-5620922
92482,55212,R-HSA-5620922
92482,129880,R-HSA-5620922
92482,582,R-HSA-5620922
92482,123016,R-HSA-5620922
92482,117177,R-HSA-5620922
92482,2847,R-HSA-5620922
92482,6608,R-HSA-5620922
92482,583,R-HSA-5620922
92482,84100,R-HSA-5620922
92482,54585,R-HSA-5620922
6950,92482,R-HSA-5620922
6950,22948,R-HSA-5620922
6950,27241,R-HSA-5620922
6950,55212,R-HSA-5620922
6950,129880,R-HSA-5620922
6950,582,R-HSA-5620922
6950,123016,R-HSA-5620922
6950,585,R-HSA-5620922
6950,583,R-HSA-5620922
6753,92482,R-HSA-5620922
6753,27241,R-HSA-5620922
6753,55212,R-HSA-5620922
6753,129880,R-HSA-5620922
6753,582,R-HSA-5620922
6753,123016,R-HSA-5620922
6753,585,R-HSA-5620922
6753,583,R-HSA-5620922
6753,54585,R-HSA-5620922
22948,92482,R-HSA-5620922
22948,27241,R-HSA-5620922
22948,55212,R-HSA-5620922
22948,129880,R-HSA-5620922
22948,582,R-HSA-5620922
22948,123016,R-HSA-5620922
22948,585,R-HSA-5620922
22948,583,R-HSA-5620922
7203,92482,R-HSA-5620922
7203,6950,R-HSA-5620922
7203,22948,R-HSA-5620922
7203,27241,R-HSA-5620922
7203,55212,R-HSA-5620922
7203,129880,R-HSA-5620922
7203,582,R-HSA-5620922
7203,123016,R-HSA-5620922
7203,585,R-HSA-5620922
7203,583,R-HSA-5620922
10694,92482,R-HSA-5620922
10694,6950,R-HSA-5620922
10694,22948,R-HSA-5620922
10694,7203,R-HSA-5620922
10694,10575,R-HSA-5620922
10694,10576,R-HSA-5620922
10694,27241,R-HSA-5620922
10694,55212,R-HSA-5620922
10694,129880,R-HSA-5620922
10694,582,R-HSA-5620922
10694,123016,R-HSA-5620922
10694,585,R-HSA-5620922
10694,583,R-HSA-5620922
10575,92482,R-HSA-5620922
10575,6950,R-HSA-5620922
10575,22948,R-HSA-5620922
10575,7203,R-HSA-5620922
10575,10576,R-HSA-5620922
10575,27241,R-HSA-5620922
10575,55212,R-HSA-5620922
10575,129880,R-HSA-5620922
10575,582,R-HSA-5620922
10575,123016,R-HSA-5620922
10575,585,R-HSA-5620922
10575,583,R-HSA-5620922
10576,92482,R-HSA-5620922
10576,6950,R-HSA-5620922
10576,22948,R-HSA-5620922
10576,7203,R-HSA-5620922
10576,27241,R-HSA-5620922
10576,55212,R-HSA-5620922
10576,129880,R-HSA-5620922
10576,582,R-HSA-5620922
10576,123016,R-HSA-5620922
10576,585,R-HSA-5620922
10576,583,R-HSA-5620922
27241,6753,R-HSA-5620922
27241,55212,R-HSA-5620922
27241,117177,R-HSA-5620922
27241,2847,R-HSA-5620922
