1.500000000000000000e+01
2.300000000000000000e+01
8.700000000000000000e+01
1.300000000000000000e+02
1.360000000000000000e+02
1.560000000000000000e+02
1.850000000000000000e+02
1.950000000000000000e+02
1.970000000000000000e+02
2.010000000000000000e+02
2.030000000000000000e+02
2.190000000000000000e+02
2.250000000000000000e+02
2.360000000000000000e+02
2.990000000000000000e+02
3.960000000000000000e+02
4.930000000000000000e+02
5.550000000000000000e+02
6.990000000000000000e+02
7.680000000000000000e+02
7.690000000000000000e+02
