src,dest,score
466,5569,0.0017995505810183
466,84968,0.0011884460962809
466,27111,0.0012154927228492
466,81551,0.0010669257117552
466,90637,0.0019451103272161
466,9638,0.0013967608801916
466,22927,0.0015232429705305
466,51535,0.0020080678133912
466,151987,0.0015943275471477
466,57606,0.0016147296024453
466,8929,0.001548230372273
466,1381,0.0011567767291843
466,116068,0.0026806953636642
466,6171,0.001038665511161
466,6509,0.0015938752781911
466,9760,0.0015365429791488
466,9423,0.0044286306078963
466,89869,0.0011494422954305
466,5193,0.0022864666070684
466,8907,0.0020464090599852
466,83478,0.0016599442245997
466,54454,0.0013977193377089
466,90427,0.0010834742418813
466,23468,0.0020959808702472
466,55573,0.0028935040966284
466,54951,0.0034979603678167
466,23418,0.0012406295432147
466,147906,0.0017467399454341
466,83479,0.0025020532541474
466,9695,0.0016501597826063
466,8939,0.0013574375246778
466,2961,0.0013328839876579
466,3189,0.003117815350912
466,84623,0.0013499953515387
466,51451,0.0015465165664103
466,152518,0.0013059448805654
466,57532,0.0010388027705097
466,28962,0.0010334809421417
466,10081,0.0021595770903428
466,90102,0.0023223523208961
466,5407,0.0013948684615443
466,5454,0.0011472323720487
466,5518,0.0047229154046153
466,7001,0.0018840738412553
466,55660,0.0023978868449328
466,6103,0.0018167995172825
466,6658,0.0020899583618731
466,144108,0.0018892428920449
466,6745,0.0011877657494686
466,54790,0.0014245212314497
466,29844,0.0013364342625801
466,10959,0.0010758401592898
466,124491,0.0030752936054856
466,10140,0.001100153369744
466,7494,0.0012117175778412
466,538,0.0028955985065985
466,868,0.0024735364297695
466,1070,0.0020542668304654
466,1496,0.0044758417560767
466,84248,0.0020000116657366
466,3190,0.0010172873480934
466,7009,0.0020404610680079
466,57497,0.0010157406862863
466,201501,0.0010607844194442
466,2627,0.0014829962146028
466,3418,0.0059682806855205
466,286749,0.001403779409113
466,7058,0.001145844861197
466,161145,0.0014065778281928
466,7461,0.0017859968604856
466,23640,0.0010319536368709
466,27345,0.0014399092297972
1386,55777,0.0194105581256809
1386,64795,0.0177273077921426
1386,54812,0.0158009093458191
1386,5926,0.0146458071902206
1386,665,0.0147487081509211
1386,80034,0.0150039818342219
1386,80311,0.0169994370796365
1386,4763,0.0144741210099188
467,23237,0.0103543094018781
467,467,0.005259627940868358
467,1843,0.0173781434728556
467,22936,0.0088279397426709
467,11259,0.0179589053974205
467,8061,0.0165547005549303
467,2355,0.0276904649778793
467,7850,0.0080914347440099
467,3726,0.0227025220020096
467,3868,0.0061448365055443
467,23764,0.0196101842563261
467,10135,0.0118611640800159
467,4783,0.0248754726443455
467,11098,0.010719088250065
467,9021,0.0219102816021419
467,219699,0.0081671392294166
467,7538,0.0208356064583262
467,857,0.0127410529780441
467,3337,0.0201502688966138
467,29950,0.0128510983641515
467,374,0.0207472224338507
467,7071,0.0090429993037161
467,115701,0.0026380947131874
467,304,0.0077856956234277
467,22809,0.0027779323163452
467,25825,0.0069811141151481
467,602,0.0056754767949697
467,1026,0.0056125574896397
467,1051,0.0088778767490841
467,6373,0.0026252956648248
467,2294,0.0041386320311291
467,2669,0.0108394093321348
467,8870,0.0037171916766618
467,9543,0.0034033214587016
467,3659,0.0112545049727001
467,3772,0.0038991274486856
467,3875,0.0026572166696186
467,4069,0.0026392257486326
467,7975,0.0042238878113921
467,4162,0.0050608854777637
467,266743,0.0033952682977259
467,3164,0.0100927891062458
467,4929,0.005677104199582
467,5292,0.0097904922521823
467,26499,0.0029605207740424
467,8710,0.0023365534955785
467,166929,0.0037952299372027
467,51330,0.0064742687444854
467,3604,0.0045563698042197
467,5054,0.0219187244992893
467,133,0.0077775539849032
467,1263,0.0115064222958688
467,170679,0.0071507114166285
467,5998,0.0050327359691839
467,6274,0.0072057314033362
467,5271,0.0062129900394449
467,6504,0.005969108371162
467,6781,0.0065018207420161
467,6809,0.005953889545897
467,7171,0.0081046184631672
467,8714,0.0010010028736351
467,84532,0.0010904131339422
467,302,0.001755631787665
467,481,0.0011333405607983
467,5205,0.0023963947098615
467,8915,0.0015474325929606
467,8553,0.0020992166991584
467,10950,0.0016983429556694
467,414236,0.0016524734544657
467,800,0.0019656640148291
467,493860,0.0017491894991019
467,960,0.0020769801790499
467,1009,0.0010898878434466
467,1003,0.0011827059946736
467,1022,0.0016661197371956
467,1081,0.0010535022895217
467,1289,0.001049583519741
467,1356,0.0035491271084371
467,9586,0.0012217251340669
467,2920,0.0020643048003585
467,1588,0.0031383661275235
467,11072,0.0026900309185801
467,1847,0.0126331157716742
467,9427,0.0011882596194171
467,10913,0.0014371571246975
467,2069,0.0013240210184751
467,2162,0.0020504339381538
467,644815,0.0021838282472831
467,10468,0.0010588804744652
467,11010,0.0026485738321034
467,285513,0.0011317889298302
467,2934,0.0010055228380188
467,149699,0.0012207728868469
467,57493,0.0013296941201719
467,3269,0.0010189249182737
467,3309,0.001783895180943
467,10437,0.0024288162430596
467,3475,0.0010625440091234
467,3600,0.0028088022775369
467,58985,0.0015241426465073
467,27152,0.0017981358113524
467,9929,0.0011633409826837
467,3759,0.0010407307503748
467,23135,0.0014225034554981
467,3915,0.0012502713603788
467,3937,0.0032518574780159
467,55203,0.0025365716271713
467,79166,0.0017784438003944
467,54674,0.0010592431765923
467,1130,0.0017044860290705
467,346389,0.0021565759476468
467,9020,0.002861641702026
467,4210,0.0014066851688547
467,4627,0.0011210552336011
467,4643,0.0018177302306636
467,64332,0.005955796825046
467,84166,0.0016080142228359
467,25903,0.0016379245665454
467,23022,0.0010292648587474
467,5175,0.0036138422440924
467,5329,0.0113264822783341
467,25833,0.0017074636708335
467,255488,0.0010321925047128
467,6281,0.0010599126942215
467,23034,0.0011348908804614
467,10512,0.0016801165428694
467,871,0.0011228479489296
467,6556,0.001716794089661
467,146802,0.0026805028167569
467,8407,0.0014856608496015
467,7030,0.0015165823454859
467,55258,0.0012258710984304
467,64114,0.0012597011337386
467,169200,0.0025083670857663
467,3371,0.001137682494484
467,25816,0.0010560837466122
467,7132,0.0011701918863838
467,8995,0.0010513031155087
467,84790,0.001176105155391
467,7421,0.004184584948306
467,55048,0.0022605257716071
467,7472,0.0018052165212633
467,9589,0.0053412365334873
467,170627,0.001049306087523
467,6355,0.0109638089239913
467,23529,0.0061830005117662
467,9124,0.008724824570542
467,3310,0.0157967736059399
467,4170,0.0142312951157563
467,22856,0.0072435897481716
467,2919,0.0058830917767823
467,2865,0.0106058701705739
467,9592,0.0121608209755969
467,6588,0.0057844264205843
467,7056,0.0151924268339413
467,144501,0.0059423679899867
467,140456,0.0040146414471935
467,1233,0.0092407399343903
467,3303,0.0091395439609314
467,55509,0.0011545993222171
467,79094,0.0010103845389662
467,8291,0.0012301411020007
467,2041,0.0045119002445904
467,1880,0.007022040728629
467,653238,0.0011748818674962
467,6927,0.0011984208623695
467,3624,0.0012056391420977
467,3773,0.0011175285153654
467,9674,0.0040526823767438
467,643418,0.0025855642827202
467,4635,0.0024494792022154
467,126638,0.0013999630092341
467,5270,0.0027412491523481
467,6649,0.0017796806926861
467,338398,0.0018690886321112
467,79054,0.0020134978928463
467,9819,0.0011525141512039
467,1758,0.0051785263625707
467,83755,0.0033065043230641
467,87,0.0030085378492495
467,366,0.0010628274317027
467,623,0.0020605235580314
467,149478,0.0019403259496093
467,56998,0.0010963921671605
467,1844,0.0012727907569192
467,1908,0.0017252728703412
467,1981,0.0010213034715694
467,23052,0.001028910345838
467,2151,0.0013606524002543
467,2335,0.0026360914319423
467,2627,0.0014883758773259
467,3381,0.0012269600916646
467,55132,0.0016274775385141
467,283131,0.0020438031411087
467,415116,0.0027628489119757
467,23129,0.0010925641238038
467,25996,0.0012466589256673
467,8273,0.0040806729717417
467,10493,0.0010441817214069
467,128653,0.0050606706135872
467,10103,0.0070942617764102
467,917,0.0026279323454031
467,93487,0.0025072729347782
467,116535,0.0040437445686812
467,4739,0.0042588354541334
467,4791,0.0034656049278588
467,10957,0.0034637523586649
467,7422,0.0029040624548833
467,3305,0.0024714993350576
467,10788,0.0045212688619966
467,10123,0.00101918843511
467,5055,0.0018068282963965
467,4070,0.0031613087114577
467,597,0.0138463537412081
467,384,0.0018052633072134
467,6351,0.0041153817461514
467,1073,0.0013330448578554
467,11221,0.001793509596951
467,11082,0.0014929277210434
467,23344,0.0014438446276005
467,4084,0.0019984271864486
467,4705,0.0010354669014191
467,1827,0.0014699646178239
467,389852,0.0013072464305441
467,6876,0.0018541755363072
467,7170,0.0013940634971836
467,7791,0.0024629488069873
467,27334,0.0069616504132906
467,121260,0.0122732148601424
467,43,0.0010985578715982
467,133874,0.0040205132412172
467,57018,0.0012602691009211
467,30850,0.0012758959176438
467,1145,0.0014647059180119
467,9629,0.0018182729485402
467,1804,0.001471186220638
467,1845,0.0016583304831601
467,2316,0.0025486849147784
467,2296,0.0011391690063141
467,3219,0.0013990895065423
467,84230,0.0018097298652383
467,27136,0.0010928774696761
467,5446,0.0019199672667118
467,148418,0.0018302702462955
467,10880,0.0010027656562847
467,791115,0.0036464480670875
467,378925,0.0013235086674462
467,7057,0.012845936324462
467,4363,0.0039310618586819
467,60,0.0038644531623402
467,353322,0.0021647992621969
467,8894,0.004507072326494
467,54676,0.0035152745836483
467,3811,0.0013648336418881
467,9500,0.002910750345009
467,196410,0.0040295362446626
467,28962,0.0037043501525405
467,10786,0.0021085587521818
467,8835,0.0035678358628501
467,79861,0.0023714683950348
467,7294,0.0024948222867879
467,3002,0.0021370616736633
467,9709,0.0014493748804571
467,10253,0.0011246885340843
467,8807,0.0033892707240776
467,5152,0.0036275275554927
467,6549,0.0010478614405483
467,6954,0.0023004163768157
467,3656,0.0047947544143409
468,1649,0.0096021741859467
468,10209,0.0124966030129938
468,9965,0.0024072356364281
468,55089,0.0013002143201511
468,284340,0.0017469242230131
468,23219,0.0043020768277957
468,84159,0.0011057694261227
468,22809,0.0012642443145367
468,1046,0.0012038391353543
468,10456,0.0017037751186577
468,728773,0.0023236908474899
468,23034,0.0012774997891658
468,6472,0.00176396992344
468,81894,0.001207183111952
468,7494,0.0011836876441834
468,79755,0.0010920110902163
468,654412,0.0018075288214572
468,26286,0.0012434189484069
468,22903,0.0010361240736086
468,65061,0.0010069329730193
468,1952,0.00110663341259
468,1499,0.0011472798873614
468,1605,0.0011275576517854
468,9521,0.0011700813514815
468,2009,0.0025632709287482
468,84056,0.0010008053386984
468,3815,0.0010754969386081
468,91355,0.0012405160565672
468,11157,0.0016532598660642
468,54682,0.0010696601424312
468,4153,0.001637602793967
468,407975,0.0010524363016267
468,5087,0.001484301364926
468,57575,0.0011030437255323
468,23761,0.0012791294190346
468,5357,0.0010315796841325
468,5649,0.0011715149018118
468,6330,0.0044961366022276
468,143686,0.0022462878485352
468,6590,0.0011056396009586
468,100093630,0.0010339576331365
468,10174,0.0017598869059467
468,25771,0.0010756236229984
468,55048,0.001531385554533
468,84759,0.0012286251479697
468,401105,0.0017613898894809
468,653598,0.0011539482926734
468,7365,0.0022876402862681
468,139425,0.0023244032176467
468,415116,0.0051848576829783
468,94009,0.0026502279622841
468,7252,0.0068735685625794
468,389898,0.0019452815857615
468,54346,0.0020459593669306
22926,9276,0.0124388670399278
22926,60481,0.0090384208848139
22926,57089,0.013196425418315
22926,3069,0.0045789266349871
22926,80224,0.0055842436329853
22926,6729,0.009291563037729
22926,10959,0.0128468696994227
22926,5611,0.0078875249298345
22926,3482,0.0182662386591392
22926,988,0.0055014627699045
22926,79665,0.0053686160190744
22926,23085,0.0060885773601701
22926,3716,0.0064199495433999
22926,116068,0.0055181331033939
22926,3703,0.0062482358843925
22926,253943,0.0065219113132178
22926,821,0.01691738567933
22926,92106,0.0075772969213286
22926,11260,0.0120059645654138
22926,9474,0.0033761834453345
22926,10548,0.002470906577868
22926,51465,0.0038797588079943
22926,8615,0.0044492657220929
22926,57205,0.0058450903734784
22926,153241,0.0051307059036913
22926,122786,0.0023058088213808
22926,64083,0.0064391823951901
22926,219899,0.0075251976214837
22926,56158,0.001479592389865
1388,51272,0.0062815054821258
1388,57658,0.0055529540411364
1388,3069,0.002000417409266
1388,4968,0.0083233547831766
1388,9374,0.0086806804399585
1388,201232,0.0047760540872672
1388,6830,0.0054144656066273
1388,84447,0.0043913590673768
1388,10548,0.0025630712893415
1388,83983,0.0094813927477699
1388,6293,0.0069221931447197
1388,7629,0.0069133955245852
11016,56987,0.018174077035401
11016,821,0.0129653757311965
11016,2081,0.0150289689692627
11016,11234,0.0144651136159695
11016,51274,0.0095555191779514
11016,5286,0.0095509204661281
11016,5981,0.0137088010064197
11016,7003,0.0117909941037301
11016,7328,0.0111831863502296
11016,65125,0.0123408458447418
56751,2118,0.0025167295989748
56751,26998,0.0014455000879571
56751,219409,0.0027117313096193
56751,30820,0.0038635567273001
56751,55679,0.0010859168703609
56751,266727,0.0010868466928457
56751,4488,0.0018370402510423
56751,3175,0.0012774745312063
56751,26577,0.0018423718711982
56751,5122,0.0010223048560234
56751,23024,0.0024557297206451
56751,28951,0.0013658326647956
343472,343472,0.005259627940868358
343472,150297,0.0027717023211436
343472,3228,0.0062173724739827
343472,57057,0.0049000457163078
343472,7490,0.0044178380374405
56033,1272,0.0024829288478761
56033,9427,0.0010775589157974
56033,54738,0.001303783294676
56033,9421,0.002797056845803
56033,391723,0.0026791158107895
56033,390992,0.0076010250815412
56033,340784,0.0038347890411924
56033,3218,0.0011759741712997
56033,3219,0.0037192075183871
56033,3228,0.0087821523520095
56033,3743,0.0011215485728066
56033,4010,0.00370112302558
56033,7080,0.0011855442633304
56033,29959,0.0021698343876314
56033,64063,0.0010079035947234
56033,6910,0.0016846897982226
56033,3196,0.0013799511299843
56033,7422,0.0014482776319815
10538,10538,0.005259627940868358
10538,6362,0.0050609687095169
10538,1236,0.0129565406513359
10538,958,0.0192511102019373
10538,922,0.0097713302260512
10538,2833,0.0188139684799809
10538,2359,0.0147777383200983
10538,64005,0.0382549219971477
10538,5328,0.018324696206622
10538,23682,0.0199872999815649
10538,6375,0.0150122000935897
10538,4069,0.02091325606837
10538,26191,0.0169932694688649
10538,6846,0.014309902884267
53335,53335,0.005259627940868358
53335,1750,0.0119194540319615
53335,284252,0.0177268433145913
53335,8543,0.0165504639220978
53335,4008,0.0212652035296459
53335,60675,0.006903551614162
602,55347,0.0042011415991591
602,22809,0.0139260963095458
602,10538,0.0070435466943302
602,27113,0.0027751207980853
602,602,0.005259627940868358
602,149478,0.0037648654140622
602,128653,0.0032910466503356
602,725,0.0046772526410627
602,837,0.0071454594319447
602,6352,0.0034342313631695
602,1158,0.0046322278611281
602,51266,0.0030136832972389
602,1192,0.0084677860201197
602,1437,0.0043127607921281
602,6373,0.0027573160667576
602,6372,0.003019895841672
602,1981,0.0050758195485686
602,11082,0.0024617348475036
602,83641,0.0025492871975315
602,9518,0.0051261129535169
602,8870,0.0063963210922376
602,10581,0.0047559190449577
602,9466,0.0023039060751171
602,259307,0.0110398549540791
602,3569,0.0052151637547576
602,3659,0.0234776916912502
602,3678,0.0126788446315967
602,4005,0.0039870431693648
602,11282,0.0095195434391724
602,4327,0.01171085867102
602,9437,0.0033994417304642
602,4790,0.0041974922608971
602,4791,0.0077711368049654
602,64332,0.0079059375984722
602,400961,0.0034220985227663
602,5266,0.0023891108555493
602,5452,0.0026384358554943
602,5778,0.0053923274595249
602,861,0.0041366764457861
602,6274,0.0038591058819882
602,6280,0.0028675515706246
602,8698,0.0021182580392264
602,6288,0.0046582817056271
602,6289,0.0038807667822684
602,6319,0.0045203425132394
602,83667,0.005275434726115
602,9047,0.0127792303826024
602,51246,0.0100325943282715
602,84174,0.0026502373233565
602,6689,0.0067012944023625
602,8676,0.0036240392963138
602,148022,0.0064367143503269
602,7293,0.0062783674752036
602,7421,0.0039682117274636
602,7422,0.0039725911955618
602,7791,0.0120799079369106
602,81558,0.0091427329894853
602,57655,0.0066423087962229
602,3726,0.0099785594610897
602,22904,0.0140655953210202
602,871,0.0121635207255084
602,51185,0.0050427804465009
602,29109,0.0103796981788187
602,8061,0.0125869044971976
602,5045,0.0081815224819636
602,8549,0.0059344517813824
602,4627,0.0068510991997012
602,9468,0.0053485709580359
602,6876,0.0069031060309577
602,133,0.0040377431026626
602,382,0.0070975878441968
602,128272,0.0032494721999226
602,29119,0.0030554099331852
602,728358,0.0013456636532617
602,1758,0.0035155906086793
602,11072,0.0035405256114628
602,1958,0.0044894111216995
602,2242,0.0039637650237798
602,3490,0.0043573760793297
602,3645,0.0029261781795377
602,3772,0.0031688331585711
602,3856,0.0023447239686453
602,4055,0.0053454477194625
602,10135,0.0096505658368167
602,8013,0.0031237022611172
602,254879,0.0020983444611324
602,353238,0.0024047441653185
602,56100,0.0018003678232017
602,51555,0.0040503104224723
602,415116,0.0040983743800355
602,8502,0.0026978987831868
602,51177,0.0036770273649666
602,5680,0.0025204801563212
602,8578,0.0027720306348337
602,6464,0.00937793653065
602,121340,0.0031953489256394
602,6890,0.0087670048281966
602,4071,0.0069251415997711
602,55092,0.0035869421181898
602,8740,0.0040957582173168
602,7494,0.0059403870752202
602,87,0.0031998370332186
602,201176,0.0016548354824416
602,489,0.0019081558895425
602,567,0.0017442451607679
602,712,0.0010080632677086
602,83698,0.001486502231525
602,843,0.0022091449551658
602,79820,0.0012967755613293
602,6351,0.0010136515433274
602,9560,0.0010295369558165
602,972,0.0022880322892679
602,1026,0.0021325893694106
602,1117,0.0011734852158734
602,548596,0.0029558537401487
602,283971,0.0010016578826972
602,26507,0.0010732432228894
602,1277,0.0029177935299912
602,1396,0.0016491477901946
602,2919,0.0010357755071796
602,1727,0.0011903876368881
602,117154,0.0016060648332773
602,1847,0.0025787860080014
602,1852,0.0011749375888494
602,2153,0.0012916740788547
602,92689,0.0018701280125193
602,163933,0.0013832621794053
602,355,0.0010174546322285
602,139716,0.001737198399412
602,54332,0.0026964095331141
602,2669,0.0029433404592451
602,53831,0.0022664244315387
602,80270,0.0027139978810233
602,3600,0.0018520151574914
602,7850,0.0011135146924158
602,11141,0.0030644762320328
602,149233,0.0017489621400238
602,22801,0.0010526273282401
602,3718,0.0021465765332303
602,3937,0.0024838829168605
602,91663,0.0010385982998457
602,4929,0.0010164206830293
602,83594,0.002261511531926
602,23022,0.0014388082272818
602,5354,0.0018538216295234
602,5502,0.0014611516955638
602,10544,0.0024588448589877
602,5771,0.0029165988026386
602,5873,0.003271485601458
602,1827,0.001709743545231
602,5998,0.001115165647708
602,6236,0.0010045069830931
602,8710,0.0012026374643863
602,27244,0.0020696036264115
602,63910,0.0010119678652697
602,6539,0.0014549042853472
602,8407,0.0035406263343737
602,7050,0.0019852553224489
602,7169,0.00107670440977
602,7294,0.0013604758266225
602,9246,0.002162903835384
602,10865,0.0182773400839636
602,345611,0.0135745702595881
602,4222,0.0056846059551658
602,284207,0.0072447931483299
602,9021,0.0176229059596487
602,81788,0.0104482016361117
602,5328,0.0140460157591562
602,64431,0.00331120257268
602,10385,0.0055331762163117
602,811,0.0073274986305998
602,10344,0.0028516966040121
602,3337,0.0077670853002362
602,2296,0.002793478694229
602,3560,0.0038701772792429
602,3868,0.003090941198921
602,4783,0.0049579631685201
602,4794,0.0040089460268436
602,4825,0.0038176473347828
602,127544,0.0046169911753517
602,6405,0.003209269045805
602,10045,0.0045831243436193
602,153201,0.0017394090233763
602,6781,0.0063779429173809
602,18,0.0011836492459162
602,414149,0.0010005243216529
602,54507,0.0039019996269422
602,56899,0.0030399078828148
602,9411,0.0010888437585975
602,10095,0.0026776160594103
602,8915,0.0018265533094185
602,633,0.0016183026814538
602,147968,0.0015301540598269
602,10498,0.0015717401610649
602,64405,0.0031244047961847
602,1045,0.0011221668718758
602,1116,0.0011684030470931
602,80781,0.0021956478869028
602,1289,0.0021211121405637
602,8530,0.0047200281599232
602,1591,0.0011265612525059
602,91351,0.003144892989381
602,79961,0.0014237108403114
602,10170,0.001183654004206
602,23549,0.0021880341331852
602,1942,0.0015146325644839
602,131583,0.0010661150116822
602,8857,0.0028015563715609
602,2268,0.0021919277912061
602,252995,0.0016757704127682
602,2625,0.0019239120047597
602,2740,0.0010667214718195
602,116443,0.0030625202889892
602,3003,0.0012563064856851
602,3213,0.0018767054417999
602,3358,0.001066228925399
602,51278,0.0021700594084941
602,9641,0.0024280900138536
602,3554,0.0022404331614295
602,23046,0.0012978067831239
602,3987,0.0010613244800157
602,9020,0.006299368214689
602,79778,0.0011181299126529
602,4323,0.0015894342168285
602,79812,0.0014098812497979
602,84166,0.0027567547139001
602,54625,0.0014852515002046
602,23236,0.0010308748622407
602,55200,0.0021121986614351
602,57047,0.0017279210640724
602,23129,0.0011196254871115
602,4660,0.0011185705370343
602,26051,0.0027371114073114
602,51450,0.0013784237911019
602,5820,0.0011094007219087
602,5829,0.0022658096218644
602,23682,0.0017520190058103
602,9649,0.002878707201261
602,85508,0.0012585358398724
602,347735,0.0020456864992011
602,5265,0.0021697732865129
602,2810,0.0016164395714655
602,22941,0.0030291404418995
602,6752,0.0011521706058223
602,6902,0.0011213447853862
602,3371,0.0011844373830679
602,7127,0.0020822093109685
602,8764,0.0013887789254794
602,3604,0.0020857037887987
602,6675,0.0010437848714993
602,23090,0.00105512714064
604,604,0.005259627940868358
604,6777,0.0072964013972842
604,55893,0.0118289469516289
604,10461,0.0093109958010054
604,57605,0.0069952825625906
9774,30,0.0012989141160864
9774,221079,0.0016491713347163
9774,54998,0.0032982377417632
9774,64343,0.0105274187173769
9774,8548,0.0044231025645683
9774,285237,0.0021789704421879
9774,221477,0.0010217305565624
9774,79872,0.0025166866149087
9774,8621,0.0016789676690163
9774,1072,0.0011973656854063
9774,8545,0.0142178138223803
9774,26973,0.0017837977805576
9774,1147,0.0034687286280583
9774,83548,0.0022542798786073
9774,1329,0.0014798108017308
9774,80315,0.0041809888119357
9774,1456,0.0058428122500577
9774,1478,0.0030438298825852
9774,9646,0.0020025290449519
9774,79665,0.0034699265887719
9774,54878,0.0063504726156755
9774,84498,0.0175974248967284
9774,80028,0.0017747994155238
9774,81545,0.0013660314321835
9774,26190,0.0018627842880969
9774,2286,0.0033689102557889
