5.812199999999999811e+00,5.338599999999999568e+00,9.836299999999999599e+00,3.858600000000000030e+00,7.762999999999999901e+00,3.490000000000000213e+00,0.000000000000000000e+00,2.762000000000000011e-01,1.637100000000000000e+00,3.503499999999999837e+00,4.243299999999999628e+00,1.456530000000000058e+01,2.762000000000000011e-01,1.305129999999999946e+01,0.000000000000000000e+00,5.454200000000000159e+00,1.245999999999999996e+00,3.967999999999999861e-01,0.000000000000000000e+00,1.823179999999999978e+01,1.823150000000000048e+01
6.318399999999999572e+00,5.741600000000000037e+00,9.309799999999999187e+00,2.471099999999999852e+00,6.307900000000000063e+00,3.564299999999999802e+00,7.457000000000000295e-01,0.000000000000000000e+00,3.674999999999999933e-01,3.633399999999999963e+00,4.366600000000000037e+00,1.327740000000000009e+01,9.032000000000000028e-01,1.255930000000000035e+01,2.550999999999999934e-01,4.957499999999999574e+00,1.332000000000000128e-01,1.045199999999999907e+00,0.000000000000000000e+00,1.851180000000000092e+01,1.851269999999999882e+01
7.181000000000000050e+00,3.702900000000000080e+00,1.018069999999999986e+01,5.863400000000000389e+00,6.845299999999999940e+00,3.892199999999999882e+00,5.424999999999999822e-01,0.000000000000000000e+00,8.163000000000000256e-01,4.136499999999999844e+00,4.917399999999999771e+00,1.411059999999999981e+01,5.424999999999999822e-01,1.379599999999999937e+01,0.000000000000000000e+00,6.307800000000000296e+00,3.832999999999999741e-01,1.244699999999999918e+00,0.000000000000000000e+00,1.811830000000000140e+01,1.811929999999999907e+01
6.628099999999999881e+00,5.925600000000000200e+00,9.761599999999999611e+00,6.840799999999999770e+00,9.211199999999999832e+00,4.663100000000000023e+00,4.680000000000000271e-01,0.000000000000000000e+00,2.533700000000000063e+00,3.621199999999999974e+00,4.439199999999999591e+00,1.308539999999999992e+01,4.680000000000000271e-01,1.126449999999999996e+01,0.000000000000000000e+00,6.616900000000000226e+00,0.000000000000000000e+00,4.680000000000000271e-01,0.000000000000000000e+00,1.842139999999999844e+01,1.842210000000000036e+01
5.296499999999999986e+00,1.253650000000000020e+01,8.562900000000000844e+00,1.334999999999999964e+00,7.679800000000000182e+00,7.057900000000000063e+00,4.344000000000000083e-01,6.124200000000000088e+00,5.474300000000000388e+00,4.361799999999999677e+00,5.646099999999999675e+00,1.613729999999999976e+01,2.962299999999999933e+00,7.740300000000000402e+00,1.597999999999999976e-01,6.567099999999999937e+00,5.544000000000000039e-01,1.838700000000000001e+00,7.679000000000000270e-01,1.778310000000000102e+01,1.778239999999999910e+01
5.135200000000000209e+00,8.433699999999999974e+00,8.993900000000000006e+00,2.987600000000000033e+00,9.414899999999999380e+00,8.361200000000000188e+00,3.296999999999999931e-01,1.191300000000000026e+00,4.869900000000000340e+00,4.226099999999999746e+00,5.313500000000000334e+00,1.802720000000000056e+01,2.676099999999999923e+00,9.459300000000000708e+00,0.000000000000000000e+00,7.551800000000000068e+00,5.977999999999999980e-01,2.278300000000000214e+00,0.000000000000000000e+00,1.710780000000000101e+01,1.710140000000000171e+01
5.300399999999999778e+00,8.003700000000000259e+00,7.782000000000000028e+00,4.350699999999999790e+00,1.046390000000000065e+01,7.402199999999999669e+00,1.293900000000000050e+00,7.310999999999999721e-01,5.811799999999999855e+00,4.283800000000000274e+00,5.305299999999999905e+00,1.490569999999999951e+01,8.415000000000000258e-01,9.446099999999999497e+00,3.380000000000000226e-01,7.911800000000000388e+00,1.789000000000000035e-01,3.380000000000000226e-01,0.000000000000000000e+00,1.840549999999999997e+01,1.840859999999999985e+01
6.025000000000000355e+00,7.493100000000000094e+00,1.087720000000000020e+01,4.971000000000000085e+00,7.012900000000000134e+00,4.509800000000000253e+00,4.616999999999999993e-01,1.300000000000000044e-01,1.864000000000000101e+00,5.415399999999999991e+00,6.365800000000000125e+00,1.282670000000000066e+01,3.593999999999999972e-01,1.085950000000000060e+01,0.000000000000000000e+00,7.389800000000000146e+00,2.492000000000000048e-01,5.573000000000000176e-01,4.616999999999999993e-01,1.830399999999999849e+01,1.830320000000000036e+01
5.539399999999999658e+00,7.356499999999999595e+00,8.796200000000000685e+00,5.273600000000000065e+00,6.812500000000000000e+00,4.092699999999999783e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.296400000000000219e+00,3.036900000000000155e+00,4.039500000000000313e+00,1.243979999999999997e+01,0.000000000000000000e+00,1.052040000000000042e+01,0.000000000000000000e+00,4.512699999999999712e+00,0.000000000000000000e+00,1.287700000000000067e+00,2.701000000000000068e-01,1.840719999999999956e+01,1.840429999999999922e+01
6.362400000000000055e+00,7.296100000000000030e+00,1.007290000000000063e+01,4.006800000000000139e+00,8.019099999999999895e+00,4.968700000000000117e+00,1.307299999999999907e+00,5.767999999999999794e-01,8.404600000000000293e+00,5.752900000000000347e+00,6.829500000000000348e+00,1.550689999999999991e+01,8.633999999999999453e-01,1.206090000000000018e+01,4.089999999999999747e-01,5.619799999999999685e+00,1.399799999999999933e+00,7.271999999999999575e-01,0.000000000000000000e+00,1.796399999999999864e+01,1.796829999999999927e+01
